Gender,State (Location), 10th percentage, 12th percentage,Difference,Degree of study,Specialization in study, College percentage,Age, English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
A,N,87.73,85.5,2,X,B,70.1,14,84.90566038,91.08280255,87.87878788,93.86503067,81.96721311,88.0239521,68.7150838,88.43930636,66.07142857,85.61151079,72.4137931,67.88321168,92.72727273,86.07594937,95.40229885,BP
A,E,62.92,68,2,X,K,62,13,50.94339623,61.78343949,57.57575758,77.91411043,14.75409836,65.26946108,38.54748603,61.84971098,19.64285714,39.56834532,43.44827586,62.04379562,45.45454545,60.75949367,40.22988506,BP
A,J,88.4,84.4,2,X,B,76.12,13,47.16981132,64.33121019,53.93939394,70.55214724,54.09836066,79.64071856,62.01117318,80.34682081,51.78571429,68.34532374,55.86206897,79.5620438,96.36363636,93.67088608,95.40229885,BP
A,E,73.12,75.67,2,X,B,65.15,13,50.94339623,60.50955414,69.6969697,68.09815951,49.18032787,72.45508982,65.36312849,76.87861272,53.57142857,79.85611511,66.89655172,59.12408759,63.63636364,91.13924051,47.12643678,BP
A,E,70.88,76.33,2,X,B,74.72,14,47.16981132,64.33121019,69.6969697,68.09815951,49.18032787,68.86227545,72.06703911,54.9132948,53.57142857,78.41726619,60,63.50364964,72.72727273,83.5443038,65.51724138,BP
A,E,73.28,80.33,2,X,B,64.07,13,64.1509434,71.97452229,68.48484848,77.91411043,40.98360656,67.66467066,60.89385475,51.44508671,37.5,69.78417266,50.34482759,50.3649635,63.63636364,81.01265823,51.72413793,BP
A,J,85,89,2,X,B,73.49,12,73.58490566,82.1656051,83.03030303,80.36809816,68.85245902,79.64071856,74.30167598,60.69364162,48.21428571,64.02877698,58.62068966,72.26277372,76.36363636,88.60759494,72.4137931,BP
A,H,89.4,70.1,2,X,L,77.6,15,49.05660377,69.42675159,52.72727273,69.32515337,54.09836066,76.04790419,63.12849162,65.31791908,35.71428571,58.27338129,62.75862069,51.82481752,70.90909091,75.94936709,67.81609195,NaN
B,D,80.6,74.4,2,X,E,70.1,12,33.96226415,59.23566879,60,59.50920245,32.78688525,62.8742515,59.77653631,56.06936416,21.42857143,74.10071942,43.44827586,48.90510949,50.90909091,60.75949367,51.72413793,NaN
A,H,79.8,72.2,2,X,B,73.35,14,71.69811321,69.42675159,83.03030303,60.73619632,42.62295082,71.25748503,60.89385475,58.38150289,NaN,85.61151079,66.89655172,63.50364964,NaN,78.48101266,54.02298851,BP
A,B,86.6,84.2,2,X,B,71.1,12,39.62264151,56.68789809,67.27272727,63.19018405,39.3442623,53.29341317,54.18994413,75.72254335,32.14285714,52.51798561,50.34482759,59.12408759,69.09090909,60.75949367,72.4137931,BP
A,D,84.8,81.6,2,X,B,75.8,13,45.28301887,74.52229299,73.33333333,57.05521472,62.29508197,76.04790419,66.48044693,54.9132948,57.14285714,71.22302158,76.55172414,62.04379562,61.81818182,68.35443038,60.91954023,BP
A,E,90.88,80.83,2,X,B,64.02,13,86.79245283,89.8089172,89.09090909,96.3190184,39.3442623,74.8502994,54.18994413,63.00578035,48.21428571,71.22302158,51.72413793,66.42335766,65.45454545,73.41772152,63.2183908,BP
A,B,84.4,78.4,2,X,B,76.5,13,67.9245283,66.87898089,79.39393939,53.37423313,50.81967213,66.46706587,69.83240223,60.69364162,50,69.78417266,55.86206897,75.18248175,29.09090909,32.91139241,28.73563218,BP
A,H,67.71,64.3,2,X,K,75.22,14,49.05660377,61.78343949,70.90909091,66.87116564,57.37704918,72.45508982,59.77653631,76.87861272,41.07142857,75.53956835,57.24137931,56.20437956,83.63636364,91.13924051,81.6091954,BP
A,E,90.72,77,2,X,L,72,13,39.62264151,80.89171975,58.78787879,61.96319018,44.26229508,61.67664671,60.89385475,66.47398844,39.28571429,59.71223022,58.62068966,62.04379562,49.09090909,60.75949367,44.82758621,MP
A,E,85.92,88.5,2,X,B,64.5,12,67.9245283,65.60509554,79.39393939,70.55214724,36.06557377,58.08383234,53.0726257,65.31791908,60.71428571,82.73381295,80.68965517,63.50364964,67.27272727,83.5443038,58.62068966,MP
A,Q,86,67.8,2,X,B,76.95,14,69.81132075,83.43949045,60,85.27607362,47.54098361,61.67664671,63.12849162,64.16184971,58.92857143,74.10071942,58.62068966,89.7810219,81.81818182,83.5443038,81.6091954,BP
B,E,89.6,86.5,2,X,B,71.21,13,41.50943396,66.87898089,68.48484848,57.05521472,26.2295082,58.08383234,50.83798883,54.9132948,32.14285714,49.64028777,54.48275862,62.04379562,41.81818182,65.82278481,31.03448276,MP
B,D,84.2,78,2,X,E,72.3,14,71.69811321,79.61783439,80.60606061,64.41717791,34.42622951,58.08383234,62.01117318,61.84971098,37.5,64.02877698,50.34482759,57.66423358,80,91.13924051,72.4137931,BP
B,D,89.4,75,2,X,B,72.19,13,54.71698113,71.97452229,58.78787879,71.7791411,54.09836066,71.25748503,60.89385475,64.16184971,37.5,59.71223022,57.24137931,57.66423358,74.54545455,75.94936709,74.71264368,BP
A,B,81.2,85.11,2,X,L,71.15,12,37.73584906,59.23566879,58.78787879,69.32515337,70.49180328,72.45508982,73.18435754,79.19075145,60.71428571,76.97841727,62.75862069,76.64233577,65.45454545,78.48101266,60.91954023,BP
A,E,90.4,87,2,X,B,74.84,13,69.81132075,78.34394904,81.81818182,57.05521472,45.90163934,70.05988024,60.89385475,67.6300578,60.71428571,74.10071942,60,82.48175182,45.45454545,65.82278481,37.93103448,BP
B,J,85.2,76.4,2,X,B,73.12,13,50.94339623,66.87898089,67.27272727,66.87116564,34.42622951,53.29341317,53.0726257,60.69364162,42.85714286,56.83453237,69.65517241,63.50364964,76.36363636,73.41772152,79.31034483,MP
B,E,76,64,2,X,B,64.23,14,33.96226415,61.78343949,52.72727273,63.19018405,19.67213115,65.26946108,48.60335196,54.9132948,26.78571429,51.07913669,69.65517241,51.82481752,70.90909091,63.29113924,74.71264368,MP
A,E,82.56,81.66,2,X,B,72.25,13,64.1509434,71.97452229,76.96969697,73.00613497,34.42622951,60.47904192,49.72067039,52.60115607,53.57142857,84.17266187,57.24137931,69.34306569,74.54545455,75.94936709,74.71264368,BP
A,B,79.8,70.8,2,X,B,69.77,13,67.9245283,70.70063694,72.12121212,80.36809816,54.09836066,73.65269461,63.12849162,65.31791908,57.14285714,75.53956835,75.17241379,56.20437956,85.45454545,78.48101266,86.20689655,MP
A,E,88.64,68.33,2,X,L,69.89,13,35.8490566,64.33121019,51.51515152,65.64417178,49.18032787,65.26946108,38.54748603,60.69364162,23.21428571,71.22302158,54.48275862,50.3649635,41.81818182,63.29113924,31.03448276,LP
B,E,85.92,82.5,2,X,B,72.52,13,20.75471698,60.50955414,53.93939394,57.05521472,45.90163934,58.08383234,66.48044693,61.84971098,44.64285714,71.22302158,50.34482759,62.04379562,61.81818182,53.16455696,65.51724138,BP
A,A,84.01,84.51,2,X,B,85.9,13,41.50943396,61.78343949,61.21212121,65.64417178,31.14754098,52.09580838,49.72067039,64.16184971,55.35714286,81.29496403,51.72413793,81.02189781,43.63636364,48.10126582,42.52873563,BP
A,A,69.63,72.58,2,X,C,68.9,14,22.64150943,87.2611465,45.45454545,55.82822086,24.59016393,62.8742515,41.89944134,56.06936416,39.28571429,61.15107914,66.89655172,51.82481752,36.36363636,37.97468354,37.93103448,MP
B,K,85.5,84.77,2,X,B,75.3,13,26.41509434,56.68789809,57.57575758,54.60122699,44.26229508,62.8742515,60.89385475,60.69364162,35.71428571,55.39568345,60,56.20437956,54.54545455,65.82278481,51.72413793,BP
A,D,90.16,89.5,2,X,B,71.83,13,56.60377358,73.24840764,64.84848485,76.68711656,75.40983607,84.43113772,73.18435754,58.38150289,62.5,75.53956835,76.55172414,69.34306569,78.18181818,73.41772152,81.6091954,BP
B,E,90.4,88.66,2,X,B,66.44,13,67.9245283,87.2611465,83.03030303,68.09815951,NaN,52.09580838,59.77653631,61.84971098,NaN,84.17266187,68.27586207,72.26277372,52.72727273,68.35443038,51.72413793,LP
B,H,84.85,67.5,2,X,B,79.4,16,32.0754717,65.60509554,58.78787879,63.19018405,52.45901639,72.45508982,59.77653631,53.75722543,42.85714286,56.83453237,62.75862069,67.88321168,50.90909091,55.69620253,49.42528736,BP
A,D,87.2,84.6,2,X,B,69.54,13,45.28301887,73.24840764,62.42424242,64.41717791,42.62295082,67.66467066,57.54189944,65.31791908,62.5,71.22302158,72.4137931,78.10218978,52.72727273,65.82278481,54.02298851,MP
B,K,86,84.6,2,X,B,65.5,14,71.69811321,63.05732484,80.60606061,76.68711656,63.93442623,77.24550898,68.7150838,81.50289017,55.35714286,75.53956835,58.62068966,78.10218978,81.81818182,65.82278481,88.50574713,BP
B,R,83.83,93.7,2,X,J,88.75,12,67.9245283,89.8089172,63.63636364,80.36809816,42.62295082,65.26946108,60.89385475,50.28901734,55.35714286,79.85611511,72.4137931,60.58394161,72.72727273,65.82278481,74.71264368,BP
B,E,84.4,79.2,2,X,B,78.03,13,60.37735849,75.79617834,75.75757576,60.73619632,26.2295082,68.86227545,45.25139665,50.28901734,58.92857143,79.85611511,73.79310345,62.04379562,49.09090909,75.94936709,37.93103448,MP
B,L,84.6,69.4,2,X,B,72.2,14,67.9245283,69.42675159,56.36363636,79.14110429,42.62295082,61.67664671,62.01117318,63.00578035,41.07142857,56.83453237,62.75862069,63.50364964,60,68.35443038,58.62068966,BP
B,E,77.67,86.67,2,X,B,78.22,13,43.39622642,65.60509554,68.48484848,55.82822086,49.18032787,68.86227545,58.65921788,54.9132948,28.57142857,62.58992806,39.31034483,50.3649635,67.27272727,68.35443038,65.51724138,BP
A,A,91,89,2,X,B,71.6,13,39.62264151,71.97452229,56.36363636,61.96319018,39.3442623,50.89820359,60.89385475,46.82080925,39.28571429,56.83453237,55.86206897,66.42335766,67.27272727,78.48101266,63.2183908,BP
B,A,87.9,94.08,3,X,B,86.5,13,16.98113208,64.33121019,53.93939394,48.46625767,27.86885246,55.68862275,46.36871508,54.9132948,48.21428571,66.90647482,66.89655172,63.50364964,63.63636364,55.69620253,67.81609195,BP
A,D,63.4,68.4,2,X,B,65.95,13,37.73584906,66.87898089,51.51515152,64.41717791,50.81967213,65.26946108,68.7150838,64.16184971,60.71428571,85.61151079,62.75862069,78.10218978,61.81818182,58.2278481,67.81609195,BP
A,C,83.83,92.8,2,X,B,76.71,12,69.81132075,69.42675159,78.18181818,81.59509202,62.29508197,65.26946108,69.83240223,59.53757225,66.07142857,79.85611511,61.37931034,86.86131387,69.09090909,63.29113924,72.4137931,MP
B,E,91.8,71,2,X,D,70.7,13,41.50943396,54.14012739,57.57575758,79.14110429,19.67213115,50.89820359,43.01675978,52.60115607,26.78571429,52.51798561,43.44827586,51.82481752,27.27272727,32.91139241,28.73563218,LP
A,D,91.67,86.5,2,X,B,64.7,14,30.18867925,61.78343949,63.63636364,53.37423313,34.42622951,47.30538922,54.18994413,64.16184971,35.71428571,68.34532374,54.48275862,50.3649635,65.45454545,63.29113924,65.51724138,LP
B,C,76,88.6,3,X,B,74.46,13,52.83018868,73.24840764,60,69.32515337,50.81967213,68.86227545,62.01117318,56.06936416,46.42857143,68.34532374,65.51724138,57.66423358,40,73.41772152,24.13793103,LP
A,A,82.27,83.25,2,X,C,66.25,12,52.83018868,66.87898089,63.63636364,70.55214724,39.3442623,53.29341317,56.42458101,61.84971098,32.14285714,61.15107914,47.5862069,54.74452555,49.09090909,60.75949367,42.52873563,MP
B,S,81.5,88.8,2,X,B,89.7,12,54.71698113,77.07006369,62.42424242,59.50920245,62.29508197,89.22155689,73.18435754,81.50289017,60.71428571,75.53956835,66.89655172,79.5620438,74.54545455,70.88607595,81.6091954,BP
A,D,81,80.8,2,X,L,83.4,13,52.83018868,68.15286624,63.63636364,73.00613497,44.26229508,52.09580838,69.83240223,65.31791908,44.64285714,66.90647482,55.86206897,66.42335766,70.90909091,60.75949367,81.6091954,MP
A,C,86.67,95.4,2,X,B,80.34,13,69.81132075,91.08280255,58.78787879,80.36809816,55.73770492,71.25748503,60.89385475,78.03468208,37.5,65.4676259,47.5862069,57.66423358,50.90909091,75.94936709,37.93103448,MP
A,D,78.33,91.83,2,X,B,70.95,13,69.81132075,60.50955414,67.27272727,80.36809816,47.54098361,66.46706587,65.36312849,61.84971098,51.78571429,82.73381295,57.24137931,59.12408759,54.54545455,53.16455696,54.02298851,BP
A,E,69.92,80.16,3,X,B,70.13,14,39.62264151,66.87898089,56.36363636,63.19018405,22.95081967,50.89820359,50.83798883,49.13294798,42.85714286,79.85611511,54.48275862,66.42335766,54.54545455,65.82278481,56.32183908,MP
B,D,87.6,88,2,X,B,67.8,13,32.0754717,60.50955414,58.78787879,57.05521472,24.59016393,59.28143713,45.25139665,50.28901734,55.35714286,65.4676259,61.37931034,83.94160584,58.18181818,68.35443038,54.02298851,BP
B,K,86.4,87,2,X,B,83.8,12,58.49056604,74.52229299,75.75757576,66.87116564,60.6557377,78.44311377,69.83240223,76.87861272,55.35714286,79.85611511,57.24137931,69.34306569,80,88.60759494,74.71264368,BP
A,D,81,80,2,X,B,76,13,75.47169811,71.97452229,83.03030303,79.14110429,65.57377049,76.04790419,72.06703911,81.50289017,46.42857143,69.78417266,47.5862069,67.88321168,81.81818182,73.41772152,88.50574713,BP
A,D,93.5,90.33,2,X,B,66.43,13,35.8490566,71.97452229,52.72727273,66.87116564,24.59016393,53.29341317,50.83798883,54.9132948,50,69.78417266,58.62068966,70.80291971,72.72727273,78.48101266,70.11494253,BP
A,D,90.8,66.2,2,X,B,62.56,14,66.03773585,82.1656051,81.81818182,59.50920245,47.54098361,59.28143713,62.01117318,60.69364162,39.28571429,71.22302158,37.93103448,70.80291971,49.09090909,45.56962025,51.72413793,LP
A,A,97.8,95.3,2,X,B,83.9,13,64.1509434,93.63057325,75.75757576,71.7791411,40.98360656,76.04790419,56.42458101,52.60115607,25,42.44604317,50.34482759,70.80291971,74.54545455,81.01265823,70.11494253,BP
B,D,80.6,69,2,X,C,81.9,14,39.62264151,0,0,0,24.59016393,0,0,0,32.14285714,0,0,0,52.72727273,81.01265823,70.11494253,BP
B,E,82.24,88.67,2,X,B,71.88,13,39.62264151,68.15286624,66.06060606,55.82822086,40.98360656,76.04790419,65.36312849,56.06936416,37.5,69.78417266,42.06896552,57.66423358,74.54545455,63.29113924,79.31034483,BP
B,A,87.36,86.92,2,X,C,79.2,13,73.58490566,69.42675159,83.03030303,71.7791411,27.86885246,54.49101796,47.48603352,54.9132948,50,65.4676259,61.37931034,75.18248175,74.54545455,73.41772152,74.71264368,BP
A,C,76,86.5,2,X,I,79.43,12,60.37735849,64.33121019,68.48484848,74.23312883,45.90163934,55.68862275,66.48044693,64.16184971,44.64285714,66.90647482,57.24137931,63.50364964,81.81818182,91.13924051,74.71264368,BP
A,A,79.09,77.58,2,X,B,67.9,12,43.39622642,54.14012739,69.6969697,70.55214724,44.26229508,65.26946108,50.83798883,64.16184971,14.28571429,41.00719424,37.93103448,56.20437956,43.63636364,55.69620253,40.22988506,LP
B,A,96.2,90.16,2,X,C,78.75,13,62.26415094,75.79617834,73.33333333,75.4601227,27.86885246,50.89820359,48.60335196,51.44508671,35.71428571,52.51798561,47.5862069,75.18248175,36.36363636,78.48101266,12.64367816,LP
A,D,78.86,71.75,2,X,L,80.6,13,45.28301887,71.97452229,64.84848485,64.41717791,32.78688525,48.50299401,63.12849162,54.9132948,42.85714286,62.58992806,54.48275862,67.88321168,65.45454545,81.01265823,58.62068966,LP
A,C,80.67,92.2,2,X,L,73.26,12,22.64150943,57.96178344,53.93939394,54.60122699,59.01639344,71.25748503,72.06703911,53.75722543,32.14285714,53.95683453,37.93103448,73.72262774,60,55.69620253,60.91954023,NaN
B,C,91.33,91.6,2,X,B,85,13,45.28301887,63.05732484,69.6969697,64.41717791,50.81967213,68.86227545,60.89385475,56.06936416,28.57142857,69.78417266,54.48275862,62.04379562,72.72727273,78.48101266,70.11494253,LP
A,E,92,80.6,2,X,B,72.6,14,41.50943396,63.05732484,72.12121212,60.73619632,36.06557377,59.28143713,51.95530726,58.38150289,44.64285714,85.61151079,40.68965517,56.20437956,74.54545455,91.13924051,67.81609195,BP
B,C,90.32,97.2,2,X,B,87,12,43.39622642,78.34394904,64.84848485,55.82822086,86.8852459,82.03592814,82.12290503,94.21965318,57.14285714,76.97841727,73.79310345,72.26277372,87.27272727,83.5443038,86.20689655,BP
B,B,79.6,80.8,2,X,B,88.2,13,64.1509434,61.78343949,81.81818182,76.68711656,40.98360656,58.08383234,68.7150838,65.31791908,53.57142857,81.29496403,62.75862069,62.04379562,61.81818182,68.35443038,56.32183908,BP
B,E,90.24,90.33,2,X,B,78.69,13,18.86792453,55.41401274,52.72727273,50.9202454,44.26229508,65.26946108,59.77653631,58.38150289,53.57142857,71.22302158,69.65517241,66.42335766,38.18181818,83.5443038,17.24137931,BP
A,A,81.45,88.25,2,X,B,78.5,12,49.05660377,73.24840764,58.78787879,66.87116564,40.98360656,61.67664671,58.65921788,49.13294798,46.42857143,69.78417266,47.5862069,82.48175182,61.81818182,50.63291139,67.81609195,BP
A,C,87,80.72,2,X,B,80.92,13,43.39622642,66.87898089,53.93939394,66.87116564,65.57377049,80.83832335,73.18435754,65.31791908,39.28571429,69.78417266,50.34482759,59.12408759,54.54545455,55.69620253,54.02298851,BP
B,K,76,76,2,X,B,77.5,13,50.94339623,74.52229299,80.60606061,55.82822086,57.37704918,73.65269461,59.77653631,65.31791908,55.35714286,74.10071942,57.24137931,83.94160584,76.36363636,75.94936709,79.31034483,BP
A,E,80.64,81.83,2,X,B,71.84,13,58.49056604,68.15286624,66.06060606,76.68711656,39.3442623,56.88622754,64.24581006,56.06936416,41.07142857,66.90647482,68.27586207,57.66423358,63.63636364,73.41772152,58.62068966,BP
A,E,91.68,85.5,2,X,B,65.47,12,54.71698113,64.33121019,69.6969697,75.4601227,37.70491803,60.47904192,57.54189944,50.28901734,46.42857143,82.73381295,58.62068966,48.90510949,29.09090909,55.69620253,14.94252874,LP
B,D,90.82,95.5,2,X,C,79.6,13,49.05660377,77.07006369,79.39393939,57.05521472,32.78688525,59.28143713,50.83798883,49.13294798,26.78571429,48.20143885,43.44827586,62.04379562,78.18181818,65.82278481,81.6091954,BP
A,A,77.6,90.33,2,X,B,68.4,13,41.50943396,64.33121019,63.63636364,66.87116564,36.06557377,46.10778443,57.54189944,63.00578035,32.14285714,58.27338129,50.34482759,50.3649635,74.54545455,58.2278481,88.50574713,BP
B,C,87.5,96.2,2,X,B,82.06,12,30.18867925,74.52229299,56.36363636,55.82822086,59.01639344,76.04790419,62.01117318,75.72254335,58.92857143,65.4676259,69.65517241,81.02189781,47.27272727,70.88607595,35.63218391,BP
A,C,85.6,95.8,2,X,B,86.24,12,73.58490566,74.52229299,78.18181818,87.73006135,60.6557377,74.8502994,73.18435754,52.60115607,57.14285714,81.29496403,64.13793103,70.80291971,81.81818182,70.88607595,88.50574713,BP
A,C,87.8,97.6,2,X,B,91.7,12,58.49056604,64.33121019,69.6969697,73.00613497,77.04918033,84.43113772,57.54189944,76.87861272,76.78571429,76.97841727,87.5862069,76.64233577,83.63636364,86.07594937,83.90804598,BP
A,E,88,86,2,X,B,72,13,64.1509434,79.61783439,75.75757576,73.00613497,63.93442623,79.64071856,69.83240223,64.16184971,50,72.6618705,64.13793103,60.58394161,58.18181818,81.01265823,49.42528736,BP
A,C,89.17,93.9,2,X,B,79.74,13,18.86792453,83.43949045,56.36363636,53.37423313,68.85245902,84.43113772,57.54189944,83.8150289,51.78571429,74.10071942,60,69.34306569,52.72727273,81.01265823,40.22988506,BP
B,A,92.5,90,2,X,B,82.4,13,43.39622642,65.60509554,64.84848485,66.87116564,36.06557377,66.46706587,43.01675978,59.53757225,41.07142857,55.39568345,58.62068966,73.72262774,56.36363636,63.29113924,54.02298851,BP
B,D,91,73.5,2,X,B,82.2,13,69.81132075,89.8089172,58.78787879,73.00613497,16.39344262,58.08383234,50.83798883,53.75722543,37.5,59.71223022,50.34482759,73.72262774,36.36363636,53.16455696,44.82758621,LP
B,E,88.8,90.5,2,X,B,75.1,13,54.71698113,66.87898089,70.90909091,66.87116564,40.98360656,62.8742515,69.83240223,54.9132948,51.78571429,66.90647482,53.10344828,82.48175182,67.27272727,58.2278481,72.4137931,BP
B,D,90.54,89.91,2,X,B,81.3,12,54.71698113,83.43949045,62.42424242,68.09815951,27.86885246,65.26946108,45.25139665,60.69364162,44.64285714,65.4676259,53.10344828,70.80291971,63.63636364,88.60759494,54.02298851,BP
B,C,88.2,94.9,2,X,B,89.7,12,58.49056604,74.52229299,67.27272727,81.59509202,63.93442623,77.24550898,67.59776536,73.41040462,69.64285714,78.41726619,79.31034483,69.34306569,81.81818182,78.48101266,81.6091954,BP
B,A,92.2,71.4,2,X,B,81.6,13,79.24528302,89.8089172,86.66666667,59.50920245,45.90163934,59.28143713,62.01117318,64.16184971,50,69.78417266,57.24137931,72.26277372,70.90909091,93.67088608,56.32183908,BP
A,D,83.2,79.2,2,X,L,65.6,13,60.37735849,69.42675159,76.96969697,69.32515337,16.39344262,50.89820359,38.54748603,59.53757225,30.35714286,56.83453237,35.17241379,69.34306569,58.18181818,88.60759494,44.82758621,LP
B,E,80,77.66,2,X,B,62,14,33.96226415,64.33121019,67.27272727,53.37423313,34.42622951,49.7005988,62.01117318,51.44508671,39.28571429,64.02877698,50.34482759,66.42335766,56.36363636,63.29113924,54.02298851,LP
A,C,80.67,92.9,2,X,B,86.93,12,56.60377358,66.87898089,63.63636364,74.23312883,78.68852459,77.24550898,82.12290503,84.97109827,83.92857143,94.24460432,69.65517241,94.16058394,89.09090909,93.67088608,83.90804598,BP
A,D,87,88.33,2,X,L,66.51,13,32.0754717,66.87898089,64.84848485,49.69325153,32.78688525,46.10778443,53.0726257,61.84971098,30.35714286,43.88489209,60,59.12408759,43.63636364,60.75949367,37.93103448,MP
B,A,92,89,2,X,B,87.6,12,56.60377358,75.79617834,61.21212121,77.91411043,44.26229508,58.08383234,65.36312849,60.69364162,44.64285714,59.71223022,61.37931034,69.34306569,78.18181818,91.13924051,74.71264368,BP
B,E,78.88,86.33,2,X,B,80.11,12,54.71698113,64.33121019,60,80.36809816,45.90163934,55.68862275,60.89385475,65.31791908,37.5,61.15107914,47.5862069,67.88321168,60,70.88607595,56.32183908,MP
A,A,81.81,72.16,2,X,C,60.4,13,52.83018868,61.78343949,63.63636364,73.00613497,13.1147541,55.68862275,37.4301676,52.60115607,28.57142857,52.51798561,44.82758621,54.74452555,70.90909091,63.29113924,74.71264368,MP
A,E,89.44,89.66,2,X,L,74.44,13,50.94339623,84.7133758,62.42424242,61.96319018,42.62295082,48.50299401,73.18435754,52.60115607,23.21428571,43.88489209,44.82758621,66.42335766,80,86.07594937,74.71264368,MP
A,E,80.2,74.6,2,X,B,63.05,14,52.83018868,73.24840764,62.42424242,69.32515337,31.14754098,48.50299401,50.83798883,56.06936416,30.35714286,55.39568345,51.72413793,54.74452555,38.18181818,53.16455696,33.33333333,MP
A,D,75.33,70.17,2,X,B,66.2,12,26.41509434,74.52229299,52.72727273,57.05521472,NaN,62.8742515,60.89385475,67.6300578,19.64285714,41.00719424,51.72413793,51.82481752,NaN,81.01265823,49.42528736,BP
A,D,85,82.2,2,X,B,73,14,49.05660377,63.05732484,64.84848485,71.7791411,47.54098361,60.47904192,62.01117318,67.6300578,39.28571429,66.90647482,58.62068966,53.28467153,61.81818182,68.35443038,60.91954023,BP
B,N,67.2,91.25,2,X,C,80.4,12,52.83018868,69.42675159,67.27272727,69.32515337,18.03278689,46.10778443,41.89944134,53.75722543,37.5,59.71223022,47.5862069,62.04379562,56.36363636,40.50632911,63.2183908,BP
B,N,88.6,85.8,2,X,B,84.3,13,69.81132075,74.52229299,80.60606061,77.91411043,52.45901639,77.24550898,72.06703911,56.06936416,71.42857143,92.8057554,57.24137931,83.94160584,92.72727273,70.88607595,100,BP
A,E,78.24,80,2,X,L,71.33,13,35.8490566,64.33121019,57.57575758,61.96319018,24.59016393,46.10778443,49.72067039,52.60115607,30.35714286,56.83453237,50.34482759,47.44525547,69.09090909,63.29113924,70.11494253,MP
A,B,83.2,74.2,2,X,B,74.2,12,75.47169811,66.87898089,74.54545455,87.73006135,42.62295082,64.07185629,67.59776536,80.34682081,71.42857143,87.05035971,68.27586207,85.40145985,81.81818182,86.07594937,79.31034483,BP
B,E,92.48,90.48,4,X,J,73.11,14,52.83018868,73.24840764,68.48484848,65.64417178,57.37704918,77.24550898,60.89385475,80.34682081,48.21428571,69.78417266,66.89655172,69.34306569,50.90909091,65.82278481,44.82758621,MP
B,A,82.72,90.25,2,X,C,80,12,58.49056604,79.61783439,70.90909091,60.73619632,29.50819672,50.89820359,50.83798883,54.9132948,42.85714286,74.10071942,54.48275862,54.74452555,70.90909091,37.97468354,86.20689655,BP
A,F,80,60.4,2,X,B,64.7,12,79.24528302,84.7133758,86.66666667,82.82208589,54.09836066,70.05988024,67.59776536,67.6300578,39.28571429,66.90647482,65.51724138,47.44525547,87.27272727,81.01265823,90.8045977,BP
A,D,86.6,87.4,2,X,L,83.1,13,49.05660377,65.60509554,66.06060606,66.87116564,36.06557377,49.7005988,56.42458101,64.16184971,46.42857143,74.10071942,64.13793103,59.12408759,74.54545455,60.75949367,79.31034483,BP
B,D,88.66,75,2,X,B,64.53,13,49.05660377,54.14012739,72.12121212,70.55214724,47.54098361,52.09580838,67.59776536,52.60115607,33.92857143,53.95683453,46.20689655,64.96350365,38.18181818,60.75949367,31.03448276,MP
A,A,78.5,75.23,3,X,K,73.4,16,43.39622642,65.60509554,61.21212121,63.19018405,22.95081967,55.68862275,57.54189944,52.60115607,41.07142857,85.61151079,36.55172414,60.58394161,67.27272727,45.56962025,81.6091954,BP
B,D,84.5,76.2,2,X,B,73.5,13,90.56603774,64.33121019,73.33333333,92.63803681,44.26229508,56.88622754,59.77653631,67.6300578,51.78571429,72.6618705,58.62068966,73.72262774,67.27272727,63.29113924,77.01149425,MP
A,D,95.83,90.5,2,X,B,66.69,12,71.69811321,71.97452229,73.33333333,82.82208589,32.78688525,67.66467066,55.30726257,60.69364162,51.78571429,66.90647482,71.03448276,63.50364964,63.63636364,91.13924051,51.72413793,BP
B,K,84.6,83,2,X,B,78.6,13,86.79245283,80.89171975,87.87878788,82.82208589,50.81967213,66.46706587,63.12849162,61.84971098,35.71428571,65.4676259,44.82758621,60.58394161,70.90909091,73.41772152,70.11494253,NaN
A,E,73,85.33,2,X,B,71,13,28.30188679,59.23566879,60,59.50920245,39.3442623,59.28143713,54.18994413,64.16184971,44.64285714,68.34532374,53.10344828,75.18248175,74.54545455,60.75949367,86.20689655,BP
A,D,89.4,74.4,2,X,B,65.71,13,60.37735849,70.70063694,62.42424242,79.14110429,21.31147541,47.30538922,68.7150838,51.44508671,55.35714286,78.41726619,55.86206897,79.5620438,70.90909091,70.88607595,70.11494253,BP
B,K,84.6,82.8,2,X,B,80.4,13,75.47169811,70.70063694,85.45454545,58.28220859,62.29508197,58.08383234,67.59776536,61.84971098,53.57142857,79.85611511,55.86206897,72.26277372,80,86.07594937,72.4137931,BP
B,A,84.82,80,2,X,C,80.7,13,90.56603774,97.4522293,96.36363636,77.91411043,32.78688525,52.09580838,48.60335196,68.78612717,50,66.90647482,66.89655172,66.42335766,80,86.07594937,74.71264368,BP
B,Q,76.16,75.55,2,X,B,72.7,13,62.26415094,77.07006369,55.15151515,79.14110429,34.42622951,58.08383234,74.30167598,51.44508671,64.28571429,85.61151079,60,81.02189781,78.18181818,73.41772152,81.6091954,BP
